,발생유형,발생원인,기상특보,선종,톤수,풍속(m/s),풍향(deg),GUST풍속(m/s),현지기압(hPa),습도(%),기온(°C),수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec),파향(deg)
,0,정비불량,양호,낚시어선,9.77,8.8,15,10.8,1020.7,79,12.3,15.8,1.1,0.7,0.5,4.3,124
,0,정비불량,양호,모터보트,1,0.1,66,1.2,1020,59,19.2,20.3,0.6,0.4,0.3,3.6,62
,0,정비불량,양호,모터보트,2.3,0.9,25,1.9,1020.8,59,18.4,20.3,0.7,0.4,0.3,7.1,26
,0,운항부주의,양호,어선,3.28,0.2,212,1.9,1023.5,62,13.6,15.4,0.7,0.4,0.3,4.3,313
,0,정비불량,양호,어선,3.53,2.8,98,3.5,1022.7,83,14.4,15.8,0.7,0.4,0.3,5.3,201
,0,정비불량,양호,어선,1.72,2.9,321,3.7,1026.6,73,15.6,17.2,0.7,0.4,0.3,5.3,201
,0,정비불량,양호,낚시어선,1.76,0.5,89,0.9,1024.9,68,15.4,15.7,0.2,0.1,0.1,4,190
,0,정비불량,양호,모터보트,0.99,0.2,325,0.9,1024.7,52,17.3,18.2,0.7,0.4,0.3,2.2,35
,0,정비불량,양호,기타,27,0.5,46,5.1,1024.6,77,15.5,15.6,1.9,1.2,0.8,5.8,272
,0,정비불량,양호,어선,2.68,3.1,139,4.5,1025.4,83,11.8,15.7,0.3,0.1,0.1,2.2,203
,0,운항부주의,양호,어선,0.58,2.1,153,2.8,1024.5,83,12.3,15.7,0.4,0.1,0.1,2.8,55
,0,정비불량,양호,낚시어선,3,7.3,181,9.2,1016.7,75,22,22.7,1.7,1,0.7,5.3,67
,0,정비불량,양호,유조선,998,5.8,71,7.5,1023.7,69,19.9,21.4,1.7,1,0.7,5.8,52
,0,정비불량,양호,어선,9.77,6.6,1,8.5,1025.4,80,14,16.4,1.1,0.7,0.5,4.6,297
,0,정비불량,양호,모터보트,3.45,4.5,69,5.5,1023.1,69,18.1,18.5,1.1,0.5,0.4,4,95
,0,정비불량,양호,어선,4.73,3.1,40,5.2,1021.1,61,19,18.5,0.6,0.4,0.3,3.8,330
,0,정비불량,양호,어선,9.77,4.2,23,5.4,1021.4,66,17.1,22.9,1.2,0.7,0.5,5.3,162
,0,관리소홀,양호,모터보트,1.05,1.6,177,5,1023.1,67,15.1,16.6,0.4,0.3,0.2,2.5,348
,0,정비불량,양호,어선,2.99,1.5,229,2.6,1021.5,58,16.1,17.8,1,0.6,0.4,3.8,187
,0,정비불량,양호,어선,6.45,4.2,69,5.8,1023.1,52,18.7,22.1,1.2,0.8,0.6,4,57
,0,기타,양호,어선,2.24,2.9,8,3.7,1025.3,63,14.2,16.6,0.3,0.1,0.1,3,24
,0,정비불량,양호,어선,17,3,17,3.8,1026.1,66,13.6,16.5,0.3,0.1,0.1,2.2,5
,0,관리소홀,양호,어선,4.91,0.5,29,2,1027.2,66,14.6,16.3,0.4,0.2,0.2,3,334
,0,정비불량,양호,어선,1.99,3.2,195,4.2,1025.8,53,15.5,17.9,0.7,0.4,0.3,5.3,22
,0,정비불량,양호,화물선,2166,1.8,64,2.8,1026.4,54,17.1,18.4,1.1,0.7,0.5,9.1,62
,0,정비불량,양호,어선,1.88,1.9,88,3.2,1028.8,68,14.1,16.7,0.7,0.5,0.3,4.9,241
,0,정비불량,양호,낚시어선,2.51,5.3,41,6.3,1030.1,63,14.9,15.4,1,0.5,0.3,3.2,87
,0,정비불량,양호,낚시어선,9.16,4.6,321,5.9,1027.3,55,13.5,16.8,0.6,0.4,0.3,3.8,218
,0,정비불량,양호,모터보트,1.22,7.3,45,9.6,1027.1,66,11.4,16.5,0.6,0.2,0.1,2.4,208
,0,정비불량,양호,어선,8.55,2.4,360,5.7,1021.3,51,12.1,18.2,2.2,1.3,0.9,9.1,47
,0,정비불량,양호,어선,3,3.9,352,7.2,1023.6,68,13.4,16.8,0.2,0,0,2,30
,0,정비불량,양호,어선,0.93,3,288,5.4,1020.1,49,14.7,19,1.1,0.7,0.5,7.1,69
,0,정비불량,양호,기타,59,2.3,336,4.4,1022,66,11.3,16.7,1.1,0.6,0.5,5.3,91
,0,정비불량,양호,모터보트,0.2,8.3,313,10.9,1019.1,49,14.5,18.5,1.4,0.9,0.6,3.8,216
,0,정비불량,양호,어선,9.77,6.6,322,10,1020,53,16.9,22.8,1.7,1.2,0.8,4,293
,0,정비불량,양호,어선,9.77,2.1,353,5.3,1022.6,49,9.7,17.1,0.9,0.5,0.4,4.9,329
,0,정비불량,양호,모터보트,1.99,4.2,359,6.9,1021.3,61,12.3,17,0.5,0.2,0.2,2.1,201
,0,정비불량,양호,모터보트,1,9.4,275,11.4,1014.1,52,18.1,18.8,2.6,1.3,0.9,5.8,234
,0,정비불량,양호,요트,6.5,12,264,15,1012.2,51,18.8,19.1,2.1,1.3,0.9,4,206
,0,정비불량,황천5급,어선,4.93,3.2,259,4.6,1012.4,52,14.6,18,1.6,1.1,0.8,7.1,15
,0,정비불량,양호,어선,7.93,3.5,354,7.7,1013.8,70,12.6,16.8,2.5,1.6,1.1,7.1,284
,0,정비불량,양호,어선,4.95,0.9,309,3.1,1013.2,64,11,17.6,2.3,1.2,0.8,7.1,80
,0,정비불량,양호,어선,7.93,8.1,281,10.5,1010.8,47,12.9,19.3,2.2,1.3,0.9,5.3,350
,0,정비불량,양호,모터보트,0.31,8.9,242,11.3,1013.5,60,16.5,19.7,1.6,1,0.7,4.3,232
,0,정비불량,황천3급,화물선,4416,13.2,302,16.5,1016.1,56,17.1,18.7,2.7,1.4,1,4.3,300
,0,정비불량,양호,어선,7.93,1.2,9,2.1,1019,52,17.3,18.8,0.5,0.3,0.2,4.3,303
,0,정비불량,양호,낚시어선,9.77,1.7,132,2.4,1018.6,61,16.9,18.4,0.4,0.3,0.2,3,241
,0,정비불량,양호,모터보트,1.6,3.5,115,5.5,1018.9,55,19.3,22.2,0.9,0.4,0.3,3.8,14
,0,정비불량,양호,어선,9.77,2.2,356,3.2,1020.9,62,18.2,20.6,0.8,0.6,0.4,5.8,44
,0,정비불량,양호,낚시어선,5.47,5.6,96,7.6,1020.9,79,17.6,21.3,0.6,0.4,0.3,2.5,28
,0,정비불량,양호,어선,1.56,6.4,358,8.1,1021.2,63,17.2,20.5,1,0.7,0.5,5.8,110
,0,정비불량,양호,어선,4.89,1.9,214,3.2,1020.2,52,18.5,21.1,0.7,0.4,0.3,5.3,19
,0,정비불량,양호,낚시어선,9.77,1.8,356,3,1021.4,66,16.9,18.9,0.6,0.4,0.3,3.4,123
,0,정비불량,양호,어선,2.96,6.8,346,8.5,1020.1,60,17,20.2,1,0.7,0.5,3.4,21
,0,정비불량,양호,어선,4,6.8,346,8.5,1020.1,60,17,20.2,1,0.7,0.5,3.4,21
,0,정비불량,양호,낚시어선,9.77,6.3,22,8.8,1020.2,64,17.4,18.6,1.2,0.8,0.6,5.3,127
,0,정비불량,양호,모터보트,0.54,7.2,294,8.7,1015.3,50,20,19.8,0.6,0.4,0.3,2.4,244
,0,정비불량,양호,어선,9.77,2.6,263,3.8,1016.7,70,21.9,21.7,0.5,0.3,0.2,3.4,189
,0,정비불량,양호,어선,9.77,5.4,64,7.2,1021.4,57,19.7,24,1.8,1.1,0.8,4.9,111
,0,정비불량,양호,어선,1.05,2.8,83,3.7,1024.4,61,16.1,18.1,0.5,0.3,0.2,3.2,136
,0,정비불량,양호,어선,1.98,3.7,29,5.3,1024.8,48,17.3,20.3,1.2,0.8,0.6,7.1,252
,0,정비불량,양호,낚시어선,6.07,6.1,32,8,1024.7,66,17.2,22,2.9,2,1.4,8,51
,0,정비불량,양호,어선,2.97,3.4,331,5.9,1022,54,18.8,21.7,4.4,2.9,2,9.1,59
,0,정비불량,양호,어선,13,5.2,358,7.5,1022,61,16.9,20.3,1.6,0.9,0.6,6.4,200
,0,정비불량,양호,어선,4.99,6.5,350,8.3,1017.1,66,16.1,21.6,1.9,1.2,0.9,7.1,60
,0,정비불량,양호,어선,69,6.7,29,9.6,1014.7,73,19.7,22.2,1.5,1.1,0.8,5.3,6
,0,정비불량,양호,어선,3.36,5.5,327,8.5,1015.6,61,18.2,21.9,1.6,0.9,0.7,4.6,349
,0,정비불량,황천5급,어선,6.67,5.3,10,6.5,1014.2,61,19.1,20.9,1.6,1.1,0.8,4,20
,0,정비불량,양호,어선,0.64,3.5,349,4.8,1014.6,64,19.7,21.9,0.6,0.4,0.3,3.8,78
,0,정비불량,양호,어선,29,5.6,3,8.8,1018.5,54,19.2,22.4,1.4,0.8,0.6,4,12
,0,정비불량,양호,어선,1.2,2.2,55,3.1,1019,58,19,19.8,0.8,0.5,0.3,3.6,152
,0,정비불량,양호,낚시어선,7.93,3.9,318,7.2,1022.6,70,18.1,19.4,0.4,0.2,0.2,2.7,299
,0,정비불량,양호,낚시어선,9.77,3.7,52,4.9,1023,69,20.4,21.3,0.9,0.6,0.4,4,91
,0,정비불량,양호,고무보트,0,3.4,64,4.8,1020.9,49,18.8,21,0.9,0.6,0.4,4.6,344
,0,정비불량,양호,어선,1.41,3.1,49,4.6,1023.1,69,16.5,18.6,0.4,0.2,0.2,3.2,35
,0,정비불량,양호,어선,3.09,0.6,280,1.8,1022,45,17.6,20.5,1,0.6,0.4,6.4,49
,0,정비불량,양호,낚시어선,9.77,5.5,40,6.9,1024.6,77,18.9,20.7,1.3,0.7,0.5,3.8,74
,0,정비불량,양호,모터보트,2.9,7.7,356,9.2,1024.7,71,17.4,21,1.3,0.9,0.6,4.6,277
,0,정비불량,양호,낚시어선,3,0.4,0,1.7,1026.2,55,14.9,19.7,0.5,0.3,0.2,4.3,315
,0,정비불량,양호,요트,4.31,4,35,7.1,1025.9,58,13.2,22.5,1.1,0.6,0.5,3,218
,0,정비불량,양호,어선,0.5,5.4,10,7.7,1025.5,57,13.8,22.3,1.1,0.7,0.5,3.4,210
,0,정비불량,양호,어선,3.07,11.5,357,15.6,1024.3,50,16.6,22.4,1.9,1.3,0.9,4.6,13
,0,정비불량,양호,고무보트,0.1,3.9,304,5.3,1020.6,48,16.7,21.5,0.8,0.5,0.3,4.6,113
,0,정비불량,양호,모터보트,4.59,7.5,344,10.4,1021.9,52,15.7,21.8,1.2,0.7,0.5,3.6,223
,0,정비불량,양호,어선,6.67,10.6,325,13.5,1019.3,59,15.7,21.1,1.7,1,0.7,3.8,212
,0,정비불량,양호,어선,9.77,4.6,291,6.8,1018.3,53,15.4,21.3,2.1,1.3,1,7.1,341
,0,정비불량,양호,어선,1.03,5.8,69,7.7,1014.9,65,22.1,22.3,1.9,1.2,0.8,4.9,230
,0,정비불량,양호,요트,1.5,6.6,60,8.3,1015,70,21.7,22.4,1.8,1,0.7,4.9,217
,0,정비불량,양호,어선,89,6.5,150,8.5,1014.9,68,21.3,23.3,1.5,0.9,0.6,4.3,82
,0,정비불량,양호,어선,3,6.2,355,8,1018.2,66,19.6,22.1,1.7,1.1,0.8,8,174
,0,정비불량,양호,어선,7.93,2.5,88,3.5,1018.6,63,18.6,20.8,1,0.6,0.5,5.3,104
,0,정비불량,황천5급,모터보트,0,7.5,359,9.4,1017.6,47,19.1,20.3,2.5,1.7,1.2,7.1,2
,0,정비불량,양호,고무보트,0.2,9.5,6,11.6,1017.8,39,19.6,21.8,1.9,1.2,0.8,9.1,253
,0,정비불량,양호,어선,3.03,8.2,344,10.1,1016.3,64,20.9,23.4,1.7,1.1,0.8,4.3,329
,0,정비불량,양호,고무보트,0.2,2.8,91,5.5,1024.1,64,19.5,22.3,0.6,0.4,0.3,3.8,44
,0,정비불량,양호,어선,3.66,6,42,8.2,1024.6,72,21.6,22.8,1.1,0.7,0.5,3.2,166
,0,정비불량,양호,낚시어선,9.77,4.4,26,5.4,1022.4,69,20.1,21.6,1.2,0.6,0.4,9.1,319
,0,정비불량,양호,모터보트,1,4.1,0,5.2,1020.4,61,20.9,22.4,1.7,1.2,0.8,10.7,261
,0,정비불량,양호,어선,3.27,7.5,7,10.3,1019.6,66,20.7,25.7,1.3,0.8,0.6,10.7,154
,0,정비불량,양호,어선,4.99,4.3,353,5.7,1019.2,81,19.1,22.2,1.8,1.1,0.8,9.1,306
,0,재질불량,양호,어선,2.87,5.5,353,7.2,1017.2,62,20.1,21,0.3,0.1,0.1,3.8,187
,0,정비불량,양호,모터보트,1.9,0,0,0,1018.8,59,18.6,22,2.3,1.5,1,7.1,314
,0,정비불량,양호,어선,3.95,9,268,11.9,1008.3,56,21,22.8,2,1.2,0.8,8,50
,0,정비불량,양호,모터보트,0,10.7,33,13.5,1003.7,83,20.8,22.3,2.4,1.6,1.1,12.8,49
,0,정비불량,풍랑경보,어선,2.29,10.2,25,12.6,1003.9,84,20.9,22.4,2.7,1.6,1.1,12.8,23
,0,정비불량,양호,어선,0.66,10,3,12.5,1006,80,21.8,23,3.4,2.2,1.5,12.8,156
,0,정비불량,양호,어선,2.33,5,61,6,1015.1,79,21.1,23,0.6,0.4,0.3,8,3
,0,정비불량,양호,어선,1.38,7.5,84,10.2,1016.1,78,21.3,23.1,1.9,1.2,0.8,5.8,65
,0,정비불량,양호,낚시어선,4.99,0.7,224,2.2,1015.6,74,20.9,23.4,0.6,0.4,0.3,9.1,198
,0,정비불량,양호,어선,39,2.1,21,3.2,1016.8,63,21.7,21.5,0.2,0.1,0,10.7,110
,0,정비불량,양호,어선,2.99,8.7,25,11.1,1017,74,20.1,22.8,2.1,1.3,0.9,5.8,269
,0,정비불량,양호,어선,9.77,8.9,51,11.2,1018.4,76,21,24.1,3,1.9,1.4,5.8,87
,0,정비불량,양호,어선,70,7.9,45,10,1019.8,70,20.1,22.3,2,1.1,0.8,4.9,34
,0,정비불량,양호,어선,1.51,12.2,85,15.9,1016.4,72,22.8,22.8,4,2.6,1.9,6.4,230
,0,정비불량,양호,낚시어선,3.28,5.6,98,8.2,1019.1,69,20,22.4,1.4,0.8,0.5,3.8,39
,0,정비불량,양호,낚시어선,2.99,2,133,3.2,1018.1,64,19.6,21.7,0.4,0.1,0.1,3,70
,0,정비불량,양호,어선,0.93,4.9,37,7.3,1016.4,54,20.7,22,0.3,0.1,0.1,16,113
,0,정비불량,양호,모터보트,1.2,10,57,14.6,1017,71,22.9,25.7,3.1,1.6,1.1,5.8,233
,0,정비불량,양호,어선,0.88,3.1,39,4.2,1018.5,50,21.3,23.4,0.7,0.4,0.3,8,301
,0,정비불량,양호,어선,1.64,6.9,23,8.3,1017.1,48,22.3,23.5,1,0.7,0.5,3.2,238
,0,정비불량,양호,어선,5.85,1.7,313,2.4,1015.7,67,21.8,23.2,0.6,0.3,0.2,4.6,20
,0,정비불량,양호,모터보트,0.67,0.1,163,0.8,1016.5,40,27.3,24.9,0.9,0.5,0.4,7.1,33
,0,정비불량,양호,어선,2.99,7.5,227,9.9,1015.7,79,23,23.3,2.3,1.4,1,4.9,175
,0,정비불량,양호,낚시어선,5.21,3.1,359,4,1016.6,78,22.9,25.5,0.9,0.6,0.4,7.1,82
,0,정비불량,양호,어선,0.76,0.2,86,3.7,1016.7,78,19.6,22.5,0.3,0.1,0.1,2.3,93
,0,정비불량,양호,어선,2.38,1.9,246,3.6,1015.4,79,24.3,25.8,1.6,1,0.7,7.1,77
,0,정비불량,양호,낚시어선,4.97,3.5,326,4.4,1015.7,82,23.1,25.6,1.6,1,0.7,6.4,81
,0,정비불량,양호,기타,0.88,4,332,5.6,1014.5,90,22.3,24.3,1.5,0.9,0.7,5.8,2
,0,정비불량,양호,어선,1.87,0.3,339,1.3,1010.4,68,21.2,24.4,2.3,1.5,1.1,4.3,122
,0,정비불량,양호,모터보트,2.62,8.2,86,9.9,1007.3,88,24.4,24.7,1.8,1.1,0.8,4.9,215
,0,정비불량,황천5급,어선,7.93,6,94,7.8,1008.8,86,24.8,24.7,2.4,1.4,1,6.4,66
,0,정비불량,양호,어선,29,1.2,334,1.8,1009.7,86,22.1,22.7,0.6,0.4,0.3,4.6,287
,0,정비불량,양호,어선,9.77,5.9,66,8.3,1011,74,23,25.3,2.2,1.4,1,5.3,121
,0,정비불량,양호,어선,1,1.7,337,2.3,1007.6,89,24.6,25.1,0.9,0.6,0.4,4.3,80
,0,정비불량,양호,어선,4.99,3.7,358,5.1,1009.3,94,23.8,23.2,1,0.6,0.4,3.4,102
,0,정비불량,양호,어선,3,4.9,50,6.2,1014.2,91,24,23.4,1.2,0.7,0.5,9.1,132
,0,정비불량,양호,모터보트,0.58,2.5,16,3.1,1016.6,90,23.6,23.6,0.9,0.6,0.4,8,211
,0,정비불량,양호,어선,43,4.3,19,5.4,1015.3,81,23,24.1,0.6,0.3,0.2,3,67
,0,정비불량,양호,어선,29,4.3,20,5.8,1015.4,78,22.9,24.5,0.6,0.3,0.2,9.1,216
,0,정비불량,양호,어선,2.93,1.3,289,2.9,1017.1,88,23.4,23.5,1.4,0.8,0.6,10.7,78
,0,정비불량,양호,어선,9.77,1.3,5,1.8,1017.1,89,25.6,23.8,0.9,0.5,0.4,10.7,225
,0,정비불량,양호,요트,4.9,4,50,5.2,1016,80,23.4,23,0.7,0.4,0.3,4.6,26
,0,정비불량,양호,어선,1.58,4.5,312,5.8,1015.8,71,23.5,24.4,0.8,0.5,0.3,5.3,38
,0,정비불량,양호,모터보트,1.25,4.4,218,5.6,1014.8,95,23.9,23,1.8,1,0.7,12.8,193
,0,정비불량,양호,모터보트,1.09,4.4,218,5.6,1014.8,95,23.9,23,1.8,1,0.7,12.8,193
,0,운항부주의,양호,어선,1.5,5.3,76,6.6,1013.7,98,22.8,22.8,1.6,1,0.7,10.7,14
,0,정비불량,양호,유도선,29,3.9,56,4.9,1014,92,23.7,22.7,1.4,0.9,0.6,5.8,229
,0,정비불량,양호,어선,69,5,287,6.8,1014.8,86,25.8,26.3,1.9,1.2,0.9,10.7,145
,0,정비불량,양호,어선,29,7.6,4,10,1012.8,96,23.4,22.3,2.1,1.2,0.8,5.3,79
,0,정비불량,양호,낚시어선,9.77,4.1,213,5,1014.4,90,25.5,24.6,2,1.1,0.8,10.7,312
,0,정비불량,양호,어선,2.54,2.7,287,3.3,1012.7,91,24.8,24.4,1.1,0.7,0.5,5.3,47
,0,정비불량,양호,어선,536,8.5,106,10.3,1013.1,96,24.8,23.6,1.6,1,0.7,4.9,35
,0,정비불량,양호,어선,2.99,9.7,51,12.5,1016.1,93,23.3,22.8,1.8,1.1,0.8,5.8,246
,0,정비불량,양호,어선,1.5,1.8,83,2.6,1019.7,76,22.3,24.8,1.1,0.6,0.4,5.3,132
,0,정비불량,황천5급,예부선,65,9.2,78,12,1016.9,90,23.8,24.9,2.3,1.3,0.9,4.9,100
,0,정비불량,양호,어선,3.81,9.2,51,11.2,1017.4,86,23.9,23.3,2.1,1.3,0.9,6.4,230
,0,정비불량,양호,어선,9.16,4.9,59,6.4,1020.3,66,21.2,24.5,1.8,1.2,0.9,7.1,120
,0,정비불량,양호,어선,5.97,4.7,66,6.8,1020.2,66,21,24.5,1.9,1.3,0.9,6.4,64
,0,정비불량,양호,어선,3.91,4.7,108,6.2,1019.6,62,22.1,22.2,0.4,0.3,0.2,4.6,240
,0,정비불량,황천5급,어선,1.17,12,62,15.3,1019.2,67,23.3,23.1,4.3,2.3,1.6,9.1,238
,0,정비불량,양호,예부선,162,9.2,29,12.2,1019,74,23.1,23.1,4,2.7,1.9,9.1,256
,0,정비불량,양호,모터보트,1.5,6.8,7,8.7,1014.5,74,23.3,23.7,2.1,1.3,0.9,6.4,323
,0,정비불량,양호,낚시어선,9.77,6.2,5,7.7,1016.6,63,23.9,25.7,1.2,0.8,0.6,4.6,316
,0,정비불량,양호,어선,3.08,7.9,24,9.9,1013.7,51,24,26.1,1.4,0.8,0.6,3.6,195
,0,정비불량,양호,낚시어선,3.29,5.4,2,6.9,1012.2,70,23.6,24.2,0.9,0.5,0.4,3.4,284
,0,정비불량,양호,모터보트,0.5,4,20,5.5,1013.3,67,23.5,24.2,0.9,0.6,0.4,5.8,132
,0,정비불량,양호,어선,3.65,4.5,23,6,1012,49,21.6,24.6,1.5,0.9,0.7,5.8,114
,0,정비불량,양호,어선,2.99,6.4,261,7.8,1006.2,95,23.7,24.7,1.3,0.8,0.6,4.9,190
,0,정비불량,양호,어선,7.93,6.6,322,8.3,1007.7,71,25.9,25.2,1.7,1.1,0.7,5.3,178
,0,정비불량,양호,어선,7.31,10.2,245,12.7,1005.2,83,26.1,27.2,1.4,0.9,0.6,3.4,227
,0,정비불량,양호,어선,29,8.3,232,12.5,1005.2,85,25.1,27,1.2,0.7,0.5,3.4,221
,0,정비불량,양호,어선,7.31,5.1,311,6.5,1005.8,69,26.9,25.1,1.4,0.9,0.6,5.8,193
,0,정비불량,양호,어선,1.19,4.3,230,5.9,1000.8,69,25.6,23.7,1.4,0.8,0.6,4.6,141
,0,정비불량,황천5급,고무보트,2.48,4.3,230,5.9,1000.8,69,25.6,23.7,1.4,0.8,0.6,4.6,141
,0,정비불량,양호,어선,7.93,7.1,258,8.5,1006.7,81,26.4,24.5,1.3,0.8,0.6,5.3,248
,0,정비불량,양호,낚시어선,7.93,6.6,349,8.6,998.3,74,24.7,26.9,1.1,0.6,0.4,4.6,171
,0,정비불량,양호,어선,4.99,6.7,215,8.7,1001.2,90,26.5,26.7,1.4,0.9,0.7,4.3,185
,0,정비불량,황천5급,어선,59,1.5,197,2.1,1005.8,89,23.9,24.5,0.8,0.5,0.3,5.3,5
,0,정비불량,양호,어선,9.77,6.8,180,8.1,1006.1,92,27,25.6,1.4,0.8,0.6,4.6,111
,0,운항부주의,양호,어선,4.99,0.3,103,1.5,1007.2,68,25.6,26.3,0.8,0.4,0.3,5.8,205
,0,정비불량,양호,어선,2.64,9.4,51,12.3,1011.1,83,24.2,24.5,3.3,1.9,1.3,5.8,229
,0,정비불량,양호,어선,4.99,3.8,81,6.2,1008.6,76,24.3,25.2,0.4,0.1,0.1,2.1,89
,0,정비불량,양호,어선,4.83,5,56,6.4,1010.8,79,26,26.5,1.2,0.6,0.4,8,80
,0,정비불량,양호,고무보트,0,4.3,60,5.3,1010.7,75,24.6,25.7,1.3,0.7,0.5,7.1,212
,0,정비불량,양호,어선,3,4.3,60,5.3,1010.7,75,24.6,25.7,1.3,0.7,0.5,7.1,212
,0,정비불량,양호,낚시어선,2.55,10.1,67,12.8,1010.8,97,22.1,26.3,1.8,1.2,0.8,4,248
,0,정비불량,양호,어선,39,5.7,225,7,1009.8,88,26.4,26.8,1.8,1.1,0.8,6.4,338
,0,정비불량,양호,모터보트,0.8,0.9,214,1.5,1009.6,75,26.1,25,0.8,0.5,0.3,4.6,123
,0,정비불량,양호,어선,2.18,0.5,158,1.4,1009,77,23.6,25.8,1,0.6,0.4,2.9,77
,0,정비불량,양호,어선,4.2,9.1,239,10.8,1010.8,95,27.5,26.4,1.6,1,0.7,3.8,205
,0,정비불량,양호,어선,3.19,4.7,35,6.2,1010.2,75,23.6,25.7,1.2,0.7,0.5,4.9,108
,0,정비불량,황천5급,어선,57,8.2,227,9.6,1010.3,86,29,27.2,1.6,0.9,0.6,3.4,241
,0,정비불량,양호,어선,9.77,5.7,241,6.6,1013.7,92,27.4,27,1.6,0.9,0.7,9.1,189
,0,정비불량,양호,어선,29,1,323,1.2,1012.3,92,23.8,24.4,0.7,0.4,0.3,5.8,282
,0,정비불량,양호,어선,22,4.2,175,5.2,1013.4,89,25.5,25.9,1.4,1,0.7,8,190
,0,정비불량,양호,기타,60,5.9,34,7.4,1012,93,25.5,26.6,2.4,1.5,1,7.1,13
,0,정비불량,양호,어선,1.35,6.8,190,8.3,1011.5,91,28.6,26.8,3,1.7,1.2,10.7,69
,0,정비불량,양호,어선,3.29,6.1,57,7.5,1011,89,23.6,23.4,1.4,0.9,0.7,8,24
,0,정비불량,양호,어선,59,2.4,343,4.1,1013.9,85,17,25,1.3,0.8,0.6,10.7,344
,0,정비불량,양호,어선,7.93,2.2,154,3.4,1012.2,62,25.1,26.1,2.4,1.8,1.3,9.1,25
,0,정비불량,양호,낚시어선,6.66,2.1,87,2.6,1002.6,86,28.3,28.2,0.8,0.5,0.3,5.8,24
,0,정비불량,양호,어선,24,9.6,194,11.9,1003.3,85,26.8,26.9,2.1,1.1,0.8,4,174
,0,정비불량,양호,고무보트,0.5,2.5,182,3.6,1011.1,69,26.5,29,1,0.7,0.5,7.1,241
,0,정비불량,양호,낚시어선,4.18,3.2,147,4.4,1011,78,26.4,27.3,1,0.7,0.5,7.1,160
,0,정비불량,양호,모터보트,1.21,1.7,165,2.2,1011,86,24.6,24.3,0.8,0.5,0.4,7.1,254
,0,정비불량,양호,예부선,111,4.1,9,4.9,1010.2,66,26.4,24.6,0.5,0.3,0.2,8,117
,0,정비불량,양호,어선,9.77,5.8,102,7,1006,77,26.9,22.4,1.1,0.7,0.5,6.4,288
,0,정비불량,풍랑주의보,어선,9.77,11.7,11,14.8,1010.4,87,26.4,27.9,2.3,1.5,1,4.6,325
,0,정비불량,양호,모터보트,0,2.9,86,4.7,1008.3,84,27.1,24.7,0.4,0.2,0.1,5.8,197
,0,정비불량,양호,낚시어선,7.93,6,90,7.3,1006.8,89,27.8,30.3,0.8,0.5,0.3,7.1,303
,0,정비불량,양호,어선,0.86,0.2,96,1.5,1005.6,76,28,26.8,0.2,0,0,2.6,15
,0,정비불량,황천5급,화물선,1218,13,165,15.9,1005,85,29.1,28.3,3.5,2.1,1.5,6.4,191
,0,정비불량,양호,모터보트,2.5,0.9,285,2.2,1005.1,86,27.8,28.8,1.2,0.7,0.5,5.3,324
,0,정비불량,황천5급,예부선,28,11.8,142,15.1,1005.5,94,27.7,28.7,2.5,1.4,1,4.9,146
,0,정비불량,양호,어선,1.99,5.2,107,6.3,1006.2,81,29.6,29.6,2.2,1.2,0.8,8,355
,0,정비불량,양호,모터보트,1,10.3,50,12.8,1007.2,87,29.3,28.5,2.1,1.2,0.9,4.6,152
,0,정비불량,양호,예부선,60,2.1,2,3.3,1007.2,76,28.7,27.4,0.3,0.1,0.1,5.3,99
,0,정비불량,양호,어선,4.52,1,58,1.7,1009,75,29.1,30.3,1,0.6,0.4,6.4,169
,0,정비불량,양호,어선,4.86,5.2,46,6.8,1007.5,83,29.4,29.3,2.4,1.5,1.1,7.1,28
,0,정비불량,양호,모터보트,1,3.8,62,4.7,1010.2,97,28.5,28.9,1.1,0.8,0.6,7.1,12
,0,정비불량,양호,낚시어선,4.8,6.4,33,8.4,1007.7,90,28.4,27.9,1.8,1.1,0.8,4.6,39
,0,정비불량,양호,어선,0.71,5.1,141,6.2,1007.2,78,28.4,30.1,0.6,0.4,0.3,3,204
,0,정비불량,양호,낚시어선,9.77,7.1,69,8.9,1007.6,88,29.3,27.9,2.4,1.2,0.8,5.8,222
,0,정비불량,양호,모터보트,19,8.8,76,10.7,1004.6,83,28,28.3,2.3,1.3,1,5.3,204
,0,정비불량,양호,어선,2.51,2.8,242,4.8,1002.7,77,27.9,25.9,0.6,0.1,0.1,4.6,84
,0,정비불량,양호,낚시어선,9.77,7.4,64,9,1004.4,92,27.6,28.2,1.4,1,0.7,4.3,247
,0,정비불량,양호,예부선,72,2.1,241,2.6,1007.5,83,28.6,28.5,1,0.6,0.4,4.9,200
,0,정비불량,양호,어선,0.81,0.7,33,2.3,1005.7,95,29.8,28.3,0.7,0.4,0.3,5.8,223
,0,정비불량,양호,어선,2.99,6.1,245,7.3,1007,86,28.7,29.1,1.3,0.7,0.5,5.3,339
,0,정비불량,양호,모터보트,1.73,6.1,228,7.2,1004,87,31,28.9,1,0.5,0.4,6.4,235
,0,정비불량,양호,어선,7.93,2.7,273,3.3,1008.2,82,29.2,30,0.7,0.5,0.3,5.8,186
,0,정비불량,양호,고무보트,0,5.7,237,6.8,1005.6,86,31,29,0.7,0.4,0.3,6.4,223
